EmployeeNumber,EmployeeID,FirstName,LastName,Gender,Age,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,HireDate,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,TerminationDate,BusinessTravel,DailyRate,DistanceFromHome,EmployeeCount,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance
3579,EMP03579,Ryan,Jones,Male,47,Single,PhD,Marketing,R&D,Director of R&D,5,2018-11-05,6,6,3,4,No,,Non-Travel,304,19,1,38,2,4,171446,188590.6,0,Y,No,21,3,2,40,0,6,1,2
3580,EMP03580,Jeffrey,Murray,Male,30,Married,High School,Technical Degree,R&D,Senior Researcher,2,2020-04-06,1,1,1,1,Yes,2021-07-20,Non-Travel,424,20,1,53,1,1,98613,108474.3,7,Y,No,21,5,2,40,1,8,0,3
3581,EMP03581,Ryan,Baker,Male,52,Single,Bachelor,Life Sciences,HR,HR Manager,3,2012-02-07,13,6,5,10,No,,Non-Travel,288,34,1,36,3,4,62754,69029.40000000001,3,Y,No,20,3,4,40,0,16,1,3
3582,EMP03582,Tammy,Ward,Female,30,Married,Associate,Marketing,R&D,R&D Manager,4,2023-11-26,1,0,0,0,No,,Non-Travel,224,13,1,28,2,4,94000,103400.00000000001,1,Y,No,18,3,4,40,2,2,0,1
3583,EMP03583,Jeremiah,Graham,Male,52,Single,High School,Life Sciences,R&D,Senior Researcher,2,2022-10-23,2,0,0,1,No,,Non-Travel,432,21,1,54,3,4,72384,79622.40000000001,9,Y,Yes,23,3,3,40,1,11,1,3
3584,EMP03584,Samantha,Miranda,Female,51,Single,PhD,Other,Sales,Sales Director,5,2024-11-28,0,0,0,0,No,,Non-Travel,264,2,1,33,2,3,93869,103255.90000000001,8,Y,No,15,5,1,40,1,8,0,3
3585,EMP03585,Matthew,Alexander,Non-Binary,57,Married,Master,Technical Degree,Sales,Sales Executive,1,2022-10-19,0,0,0,0,Yes,2023-10-06,Travel_Rarely,392,33,1,49,2,3,39451,43396.100000000006,6,Y,No,11,4,1,40,0,6,4,3
3586,EMP03586,Daniel,Lopez,Male,57,Single,Master,Life Sciences,HR,HR Director,5,2023-04-21,2,1,0,1,No,,Non-Travel,440,20,1,55,2,4,77108,84818.8,2,Y,No,20,4,1,40,3,4,6,3
3587,EMP03587,Christopher,Cunningham,Male,34,Single,Master,Life Sciences,R&D,Director of R&D,5,2022-02-22,3,3,2,1,No,,Non-Travel,344,10,1,43,4,2,136547,150201.7,8,Y,No,12,3,4,40,1,11,2,2
3588,EMP03588,Ronald,Moses,Male,44,Single,Master,Technical Degree,Sales,Sales Manager,3,2023-12-20,0,0,0,0,Yes,2024-10-22,Non-Travel,376,48,1,47,2,3,64003,70403.3,2,Y,No,21,3,1,40,0,2,6,2
3589,EMP03589,Adam,Cline,Male,43,Married,Master,Marketing,R&D,Director of R&D,5,2016-11-03,8,3,1,1,No,,Non-Travel,256,35,1,32,2,2,158957,174852.7,0,Y,No,15,1,1,40,0,8,0,4
3590,EMP03590,Richard,Contreras,Male,50,Single,Bachelor,Technical Degree,HR,HR Manager,3,2024-03-10,1,0,0,0,No,,Non-Travel,328,2,1,41,3,2,55046,60550.600000000006,2,Y,No,16,2,3,40,3,3,5,3
3591,EMP03591,Heather,Martin,Female,56,Single,Master,Medical,R&D,R&D Manager,4,2018-05-12,7,5,4,0,No,,Non-Travel,336,22,1,42,4,4,100249,110273.90000000001,10,Y,Yes,12,4,2,40,0,17,0,4
3592,EMP03592,Charles,Rogers,Male,43,Single,Associate,Life Sciences,Sales,Sales Manager,3,2022-07-02,2,2,0,0,No,,Travel_Rarely,160,37,1,20,4,4,60171,66188.1,5,Y,No,11,5,4,40,0,7,2,3
3593,EMP03593,John,Martinez,Male,39,Single,High School,Life Sciences,Sales,Sales Manager,3,2012-07-07,12,8,1,10,No,,Non-Travel,400,2,1,50,4,2,78860,86746.0,1,Y,No,11,3,3,40,1,13,0,3
3594,EMP03594,Brandon,Caldwell,Male,50,Married,Master,Medical,HR,HR Director,5,2024-08-21,0,0,0,0,No,,Travel_Rarely,256,2,1,32,3,1,90679,99746.90000000001,1,Y,No,14,3,3,40,0,1,0,4
3595,EMP03595,Danielle,Johnson,Female,42,Married,Bachelor,Other,Sales,Sales Director,5,2024-06-13,1,0,0,1,No,,Travel_Rarely,184,30,1,23,1,1,88823,97705.3,1,Y,No,14,3,3,40,1,2,6,2
3596,EMP03596,Jeremy,Jordan,Male,44,Single,PhD,Technical Degree,Sales,Sales Manager,3,2023-06-08,1,1,1,0,Yes,2024-11-25,Travel_Rarely,440,41,1,55,2,4,69413,76354.3,1,Y,No,14,4,1,40,0,2,0,1
3597,EMP03597,Marc,Stephens,Male,46,Married,PhD,Technical Degree,Sales,Sales Director,5,2022-09-13,2,0,0,0,No,,Non-Travel,168,42,1,21,3,1,115033,126536.30000000002,3,Y,No,11,4,3,40,1,5,0,4
3598,EMP03598,Megan,Carney,Female,42,Divorced,Bachelor,Technical Degree,R&D,Director of R&D,5,2019-10-12,0,0,0,0,Yes,2020-07-17,Travel_Rarely,272,20,1,34,1,2,148872,163759.2,9,Y,No,19,3,1,40,0,9,3,3
3599,EMP03599,Jonathan,Hawkins,Male,46,Married,Associate,Technical Degree,HR,HR Director,5,2023-05-21,2,1,1,0,No,,Non-Travel,464,20,1,58,3,4,89342,98276.20000000001,6,Y,Yes,11,3,1,40,2,8,3,3
3600,EMP03600,Anna,Hall,Female,44,Married,Bachelor,Medical,Sales,Sales Director,5,2018-03-08,7,2,2,0,No,,Non-Travel,416,49,1,52,1,4,82374,90611.40000000001,10,Y,No,15,1,4,40,0,17,3,4
3601,EMP03601,Deborah,Douglas,Female,30,Married,PhD,Technical Degree,R&D,R&D Manager,4,2017-06-16,7,7,3,2,No,,Non-Travel,360,39,1,45,2,3,109020,119922.00000000001,2,Y,Yes,12,3,2,40,0,9,6,2
3602,EMP03602,Matthew,Patel,Male,50,Divorced,Associate,Medical,R&D,Senior Researcher,2,2016-09-04,8,4,3,2,No,,Non-Travel,208,46,1,26,3,3,89972,98969.20000000001,5,Y,No,13,3,4,40,1,13,0,4
3603,EMP03603,Abigail,Wells,Female,48,Married,Master,Medical,Sales,Sales Director,5,2019-06-26,5,4,0,0,Yes,2024-07-19,Non-Travel,368,9,1,46,1,4,114849,126333.90000000001,8,Y,Yes,19,3,3,40,0,13,3,2
3604,EMP03604,Suzanne,Maldonado,Female,53,Married,Bachelor,Technical Degree,R&D,Senior Researcher,2,2024-12-24,0,0,0,0,No,,Travel_Rarely,256,9,1,32,1,3,77922,85714.20000000001,0,Y,No,20,3,4,40,0,0,6,3
3605,EMP03605,Shawn,Thomas,Male,52,Single,Master,Marketing,R&D,Director of R&D,5,2013-05-19,12,8,6,11,No,,Non-Travel,448,49,1,56,4,2,143019,157320.90000000002,8,Y,Yes,12,3,2,40,1,20,2,3
3606,EMP03606,Timothy,Davis,Male,54,Married,PhD,Medical,R&D,Director of R&D,5,2022-01-14,3,3,0,2,No,,Non-Travel,456,19,1,57,3,1,155053,170558.30000000002,7,Y,Yes,13,4,2,40,2,10,6,4
3607,EMP03607,Caleb,Morris,Male,45,Single,Master,Technical Degree,HR,HR Director,5,2023-12-13,1,1,0,0,No,,Non-Travel,368,33,1,46,4,2,91586,100744.6,6,Y,No,20,3,1,40,0,7,5,2
3608,EMP03608,Michael,White,Male,33,Single,PhD,Technical Degree,R&D,Director of R&D,5,2024-09-25,0,0,0,0,No,,Non-Travel,352,5,1,44,3,4,143102,157412.2,4,Y,No,13,3,2,40,0,4,0,4
3609,EMP03609,Ann,Buchanan,Female,34,Married,Bachelor,Life Sciences,Sales,Sales Director,5,2023-10-23,1,0,0,1,No,,Travel_Frequently,472,41,1,59,3,2,108266,119092.6,3,Y,Yes,18,4,1,40,1,4,1,3
3610,EMP03610,David,Smith,Male,36,Single,Bachelor,Technical Degree,R&D,Director of R&D,5,2018-02-05,7,2,1,0,No,,Non-Travel,400,34,1,50,1,1,136825,150507.5,6,Y,No,17,4,2,40,0,13,0,4
3611,EMP03611,Connie,Reyes,Female,40,Single,PhD,Technical Degree,Sales,Sales Director,5,2019-01-02,6,6,3,1,No,,Travel_Rarely,256,4,1,32,2,2,111992,123191.20000000001,1,Y,Yes,12,2,2,40,0,7,2,1
3612,EMP03612,Nancy,Terry,Female,59,Married,PhD,Life Sciences,Sales,Sales Director,5,2021-08-12,3,1,1,1,No,,Travel_Frequently,472,17,1,59,2,3,99462,109408.20000000001,7,Y,No,25,3,1,40,0,10,2,3
3613,EMP03613,Jason,Garrison,Male,57,Divorced,Master,Technical Degree,R&D,R&D Manager,4,2019-01-23,6,5,4,0,No,,Non-Travel,256,20,1,32,1,3,116823,128505.30000000002,5,Y,No,19,4,3,40,1,11,6,2
3614,EMP03614,Adam,Brown,Male,38,Single,High School,Technical Degree,R&D,Senior Researcher,2,2014-01-26,11,7,3,11,No,,Travel_Rarely,472,24,1,59,1,1,71799,78978.90000000001,1,Y,No,24,3,1,40,0,12,0,4
3615,EMP03615,Emily,Sanchez,Female,35,Single,Associate,Life Sciences,R&D,Senior Researcher,2,2013-11-23,3,1,1,1,Yes,2017-10-12,Travel_Frequently,288,38,1,36,4,4,73617,80978.70000000001,1,Y,No,15,3,4,40,1,4,3,4
3616,EMP03616,William,Taylor,Male,41,Married,Master,Marketing,Sales,Sales Manager,3,2020-12-05,4,2,2,0,No,,Non-Travel,464,14,1,58,4,4,88367,97203.70000000001,7,Y,No,16,3,1,40,0,11,6,4
3617,EMP03617,Nicholas,Olson,Male,55,Divorced,Master,Life Sciences,Sales,Sales Director,5,2012-06-07,3,3,3,2,Yes,2016-01-13,Non-Travel,312,49,1,39,2,2,94358,103793.8,9,Y,No,15,4,1,40,1,12,2,3
3618,EMP03618,Jon,Turner,Male,58,Married,Associate,Other,Sales,Sales Manager,3,2014-06-19,10,5,1,9,No,,Non-Travel,400,40,1,50,4,1,62140,68354.0,2,Y,No,24,4,4,40,1,12,5,4
3619,EMP03619,Tammy,Boyd,Female,46,Married,Bachelor,Technical Degree,Sales,Sales Manager,3,2012-11-03,1,0,0,1,Yes,2014-10-03,Non-Travel,272,28,1,34,3,3,82818,91099.8,4,Y,No,22,4,1,40,3,5,2,3
3620,EMP03620,Kathleen,Davis,Female,54,Divorced,Bachelor,Life Sciences,R&D,Director of R&D,5,2024-06-09,0,0,0,0,Yes,2024-12-28,Travel_Rarely,248,15,1,31,2,3,138630,152493.0,10,Y,Yes,22,4,2,40,0,10,0,3
3621,EMP03621,James,Braun,Male,50,Single,Master,Marketing,Sales,Sales Director,5,2018-09-05,1,1,1,0,Yes,2020-04-06,Non-Travel,280,37,1,35,3,1,114358,125793.8,0,Y,No,24,2,2,40,0,1,3,2
3622,EMP03622,Michael,Kelly,Male,50,Single,Master,Life Sciences,HR,HR Director,5,2023-08-02,1,1,1,1,No,,Travel_Rarely,432,42,1,54,2,1,82817,91098.70000000001,7,Y,Yes,15,3,4,40,0,8,5,3
3623,EMP03623,Michael,Stein,Non-Binary,45,Single,Bachelor,Marketing,HR,HR Director,5,2022-10-17,2,2,0,0,No,,Non-Travel,232,42,1,29,1,3,84690,93159.00000000001,9,Y,No,19,4,3,40,0,11,6,4
3624,EMP03624,Ernest,Huerta,Male,58,Married,PhD,Technical Degree,Sales,Sales Director,5,2021-01-03,4,1,1,1,No,,Non-Travel,384,46,1,48,1,3,94218,103639.8,7,Y,Yes,23,2,1,40,1,11,0,3
3625,EMP03625,Kathy,Burch,Female,54,Single,Associate,Marketing,HR,HR Manager,3,2018-03-16,7,3,1,0,No,,Travel_Rarely,416,12,1,52,3,1,51529,56681.9,5,Y,No,23,3,3,40,0,12,0,4
3626,EMP03626,Brian,Davis,Male,52,Single,Bachelor,Technical Degree,R&D,Director of R&D,5,2015-02-07,10,6,5,6,No,,Travel_Rarely,232,2,1,29,1,1,134049,147453.90000000002,1,Y,No,21,3,1,40,2,11,6,4
3627,EMP03627,Melissa,Tate,Female,46,Married,Associate,Life Sciences,Sales,Sales Director,5,2019-08-19,5,5,0,5,No,,Non-Travel,376,14,1,47,2,1,83715,92086.50000000001,2,Y,No,17,4,1,40,2,7,3,1
3628,EMP03628,Joel,Caldwell,Male,42,Married,PhD,Technical Degree,R&D,Director of R&D,5,2019-10-25,5,3,1,2,No,,Non-Travel,448,33,1,56,4,4,171855,189040.50000000003,10,Y,No,22,4,2,40,0,15,0,2
3629,EMP03629,Sharon,Pena,Female,52,Married,Associate,Life Sciences,R&D,Director of R&D,5,2024-02-15,1,0,0,0,No,,Non-Travel,280,38,1,35,4,3,129259,142184.90000000002,5,Y,No,20,5,2,40,1,6,3,2
3630,EMP03630,Lauren,Evans,Female,44,Married,Associate,Technical Degree,HR,HR Manager,3,2024-09-16,0,0,0,0,No,,Travel_Rarely,432,8,1,54,4,3,50910,56001.00000000001,5,Y,Yes,25,2,2,40,2,5,3,3
3631,EMP03631,Mary,Baldwin,Female,49,Divorced,High School,Medical,Sales,Sales Executive,1,2022-05-13,3,1,1,1,No,,Travel_Rarely,304,25,1,38,1,2,57465,63211.50000000001,10,Y,No,14,3,1,40,1,13,4,3
3632,EMP03632,Keith,Duncan,Male,59,Married,PhD,Technical Degree,HR,HR Director,5,2021-08-01,3,0,0,2,No,,Non-Travel,272,42,1,34,2,1,93382,102720.20000000001,4,Y,Yes,18,4,2,40,0,7,4,3
3633,EMP03633,Robert,Anderson,Male,52,Divorced,Bachelor,Life Sciences,R&D,Director of R&D,5,2024-09-24,0,0,0,0,No,,Non-Travel,472,9,1,59,4,1,134467,147913.7,5,Y,No,16,3,3,40,0,5,5,3
3634,EMP03634,Luke,Brown,Male,31,Married,Associate,Marketing,HR,HR Specialist,1,2020-03-14,5,3,1,2,No,,Non-Travel,224,46,1,28,3,4,30211,33232.100000000006,9,Y,No,12,2,1,40,0,14,5,1
3635,EMP03635,Whitney,Garcia,Female,59,Single,High School,Technical Degree,Sales,Sales Executive,1,2023-08-15,1,1,1,1,No,,Travel_Rarely,352,43,1,44,4,3,57847,63631.700000000004,0,Y,No,18,3,1,40,2,1,4,1
3636,EMP03636,Caitlin,Henderson,Female,37,Married,PhD,Other,R&D,Director of R&D,5,2021-11-09,3,0,0,2,No,,Non-Travel,344,22,1,43,1,2,158803,174683.30000000002,7,Y,No,20,4,4,40,0,10,6,3
3637,EMP03637,Joan,Ellis,Female,57,Married,Bachelor,Medical,HR,HR Manager,3,2017-09-02,7,3,1,2,No,,Non-Travel,312,39,1,39,4,1,51164,56280.4,10,Y,Yes,20,3,1,40,2,17,2,4
3638,EMP03638,John,Jones,Male,53,Married,PhD,Life Sciences,Sales,Sales Director,5,2024-12-26,0,0,0,0,No,,Non-Travel,432,45,1,54,2,3,108947,119841.70000000001,5,Y,Yes,25,5,4,40,0,5,0,2
3639,EMP03639,Sarah,Reyes,Female,38,Married,PhD,Other,Sales,Sales Director,5,2023-07-09,0,0,0,0,Yes,2024-06-16,Travel_Rarely,296,42,1,37,3,1,99320,109252.00000000001,0,Y,Yes,22,3,4,40,0,0,3,3
3640,EMP03640,Jesus,Robinson,Male,52,Married,Master,Technical Degree,R&D,Director of R&D,5,2024-07-11,0,0,0,0,Yes,,Non-Travel,224,14,1,28,1,3,150851,165936.1,1,Y,No,11,3,1,40,0,1,3,4
3641,EMP03641,Isaac,Snyder,Male,36,Single,PhD,Technical Degree,R&D,R&D Manager,4,2022-05-14,0,0,0,0,Yes,2022-11-21,Non-Travel,384,16,1,48,4,4,104024,114426.40000000001,4,Y,No,12,2,4,40,0,4,6,3
3642,EMP03642,Amy,Cowan,Female,35,Single,Associate,Technical Degree,Sales,Sales Manager,3,2023-03-02,2,1,1,0,No,,Non-Travel,456,9,1,57,2,3,79845,87829.5,5,Y,Yes,11,2,1,40,0,7,0,3
3643,EMP03643,Natalie,Brown,Female,45,Married,PhD,Life Sciences,R&D,Director of R&D,5,2023-06-04,1,1,1,1,Yes,2024-12-05,Travel_Frequently,368,38,1,46,2,3,162350,178585.0,3,Y,No,25,3,3,40,1,4,6,3
3644,EMP03644,Allison,Meyer,Female,38,Married,Bachelor,Medical,Sales,Sales Director,5,2018-05-07,7,4,0,0,No,,Non-Travel,328,44,1,41,4,4,112813,124094.3,0,Y,No,21,3,2,40,2,7,5,2
3645,EMP03645,Eric,Macdonald,Male,33,Married,PhD,Other,R&D,Director of R&D,5,2021-08-23,3,2,0,0,No,,Travel_Rarely,400,17,1,50,2,4,164735,181208.50000000003,3,Y,Yes,24,4,4,40,1,6,5,3
3646,EMP03646,Robert,Diaz,Non-Binary,36,Divorced,High School,Medical,R&D,Senior Researcher,2,2024-08-11,0,0,0,0,No,,Non-Travel,248,12,1,31,2,2,95009,104509.90000000001,3,Y,No,21,3,1,40,1,3,0,3
3647,EMP03647,Veronica,Lopez,Female,35,Divorced,PhD,Technical Degree,R&D,Director of R&D,5,2010-10-01,14,13,13,4,No,,Non-Travel,304,42,1,38,2,4,145613,160174.30000000002,4,Y,No,23,2,1,40,0,18,6,2
3648,EMP03648,Kevin,Allen,Male,43,Married,Master,Life Sciences,Sales,Sales Director,5,2023-02-01,2,1,0,1,No,,Travel_Rarely,224,27,1,28,2,4,91845,101029.50000000001,5,Y,Yes,16,2,1,40,0,7,4,4
3649,EMP03649,Sarah,Perez,Female,34,Married,Associate,Marketing,R&D,Director of R&D,5,2024-01-01,1,0,0,1,No,,Travel_Rarely,176,14,1,22,2,4,129381,142319.1,0,Y,Yes,13,1,3,40,0,1,3,3
3650,EMP03650,James,Hanson,Male,56,Married,Associate,Other,Sales,Sales Executive,1,2020-01-17,5,1,0,1,No,,Non-Travel,272,5,1,34,4,4,59858,65843.8,7,Y,No,13,3,2,40,0,12,1,1
3651,EMP03651,Bobby,Diaz,Male,57,Single,PhD,Marketing,HR,HR Director,5,2017-06-16,7,6,0,1,No,,Travel_Rarely,464,44,1,58,1,1,97593,107352.3,3,Y,No,16,3,1,40,1,10,1,4
3652,EMP03652,Susan,Mitchell,Female,43,Married,PhD,Life Sciences,R&D,Director of R&D,5,2023-05-06,2,1,1,0,No,,Non-Travel,320,14,1,40,2,4,150432,165475.2,8,Y,No,23,3,3,40,0,10,4,3
3653,EMP03653,Ian,Smith,Male,53,Married,Bachelor,Technical Degree,R&D,R&D Manager,4,2011-06-11,14,6,1,2,No,,Travel_Frequently,248,43,1,31,1,2,123987,136385.7,4,Y,Yes,16,3,1,40,1,18,2,3
3654,EMP03654,Scott,Stewart,Male,33,Married,Associate,Marketing,R&D,R&D Manager,4,2023-03-15,2,2,1,2,No,,Non-Travel,408,28,1,51,3,2,96519,106170.90000000001,9,Y,No,17,3,1,40,0,11,5,2
3655,EMP03655,Theresa,Ferguson,Female,58,Married,Bachelor,Marketing,HR,HR Director,5,2023-04-02,0,0,0,0,Yes,2024-01-21,Travel_Rarely,392,22,1,49,4,4,85040,93544.00000000001,6,Y,No,18,3,3,40,1,6,1,3
3656,EMP03656,Mary,Weber,Female,39,Married,PhD,Technical Degree,R&D,Director of R&D,5,2014-12-17,10,9,7,0,No,,Travel_Rarely,288,29,1,36,2,4,164937,181430.7,0,Y,Yes,19,1,2,40,0,10,6,2
3657,EMP03657,Taylor,Hodges,Male,26,Married,Associate,Life Sciences,R&D,Senior Researcher,2,2023-01-07,2,0,0,2,No,,Travel_Rarely,216,5,1,27,2,2,74644,82108.40000000001,5,Y,No,20,3,3,40,0,7,5,2
3658,EMP03658,Matthew,Owens,Male,49,Married,Master,Life Sciences,R&D,R&D Manager,4,2024-01-10,1,0,0,0,No,,Travel_Rarely,352,2,1,44,1,1,100063,110069.3,7,Y,Yes,15,5,2,40,2,8,5,4
3659,EMP03659,Sarah,Jones,Female,39,Single,Master,Technical Degree,R&D,Director of R&D,5,2024-01-25,1,0,0,0,No,,Travel_Rarely,312,1,1,39,1,3,139168,153084.80000000002,4,Y,No,21,3,3,40,1,5,6,3
3660,EMP03660,Mark,Berger,Male,40,Single,Master,Marketing,R&D,R&D Manager,4,2016-09-14,8,5,1,1,No,,Non-Travel,400,20,1,50,2,1,128178,140995.80000000002,0,Y,Yes,17,5,3,40,0,8,2,1
3661,EMP03661,Pamela,Bell,Female,44,Single,PhD,Life Sciences,R&D,Director of R&D,5,2019-10-22,5,1,0,2,No,,Non-Travel,264,26,1,33,2,2,154263,169689.30000000002,2,Y,No,14,2,3,40,0,7,6,4
3662,EMP03662,Darlene,Mcbride,Female,52,Divorced,Master,Life Sciences,Sales,Sales Director,5,2011-08-07,13,4,1,11,No,,Non-Travel,312,3,1,39,2,4,90170,99187.00000000001,8,Y,Yes,11,3,1,40,0,21,3,3
3663,EMP03663,Anthony,Scott,Male,33,Married,Master,Medical,R&D,Director of R&D,5,2019-04-03,6,2,1,1,No,,Non-Travel,312,4,1,39,4,3,151759,166934.90000000002,1,Y,No,23,3,1,40,0,7,3,2
3664,EMP03664,Stephen,Garcia,Male,49,Single,Bachelor,Life Sciences,HR,HR Manager,3,2024-05-09,1,1,0,0,No,,Non-Travel,328,31,1,41,4,4,65966,72562.6,4,Y,No,23,3,2,40,0,5,2,4
3665,EMP03665,Julie,Nelson,Female,53,Married,Associate,Medical,HR,HR Director,5,2014-11-16,10,8,2,8,No,,Travel_Rarely,456,40,1,57,2,4,86315,94946.50000000001,10,Y,No,22,3,1,40,0,20,5,2
3666,EMP03666,Daniel,Burke,Male,45,Single,Bachelor,Technical Degree,HR,HR Director,5,2021-07-06,3,1,0,1,Yes,2024-09-08,Non-Travel,448,10,1,56,1,4,85585,94143.50000000001,2,Y,No,13,3,2,40,0,5,2,1
3667,EMP03667,Angela,Powell,Female,44,Single,Bachelor,Life Sciences,HR,HR Director,5,2015-07-02,9,8,1,3,No,,Non-Travel,304,26,1,38,3,1,77839,85622.90000000001,0,Y,Yes,14,4,1,40,1,9,3,2
3668,EMP03668,Henry,Romero,Male,50,Divorced,Master,Marketing,HR,HR Director,5,2024-04-07,1,0,0,1,No,,Travel_Frequently,248,14,1,31,1,1,81677,89844.70000000001,8,Y,No,16,2,3,40,0,9,6,4
3669,EMP03669,Lucas,Cox,Male,32,Married,Associate,Medical,Sales,Sales Manager,3,2021-10-19,3,3,3,0,No,,Non-Travel,368,16,1,46,4,2,69721,76693.1,9,Y,No,17,3,2,40,0,12,6,3
3670,EMP03670,Ronnie,Collins,Male,57,Single,Associate,Technical Degree,Sales,Sales Manager,3,2016-01-25,9,9,9,0,No,,Travel_Rarely,224,29,1,28,4,1,67467,74213.70000000001,7,Y,No,19,4,3,40,1,16,5,4
3671,EMP03671,Paige,Olson,Female,45,Single,Associate,Life Sciences,R&D,Director of R&D,5,2010-07-16,14,14,14,8,No,,Non-Travel,304,46,1,38,4,1,132196,145415.6,2,Y,No,18,2,3,40,2,16,6,4
3672,EMP03672,Connor,Ward,Male,45,Married,High School,Marketing,R&D,Senior Researcher,2,2022-06-23,2,2,0,1,No,,Travel_Rarely,184,46,1,23,1,1,85437,93980.70000000001,1,Y,No,11,3,1,40,1,3,0,3
3673,EMP03673,Clinton,Sherman,Male,50,Single,Master,Life Sciences,R&D,Director of R&D,5,2017-03-12,8,3,3,6,No,,Non-Travel,216,43,1,27,2,4,146317,160948.7,5,Y,No,13,1,4,40,0,13,6,3
3674,EMP03674,Alexis,Herrera,Female,55,Married,Bachelor,Technical Degree,R&D,R&D Manager,4,2024-09-13,0,0,0,0,Yes,,Non-Travel,368,9,1,46,4,3,97284,107012.40000000001,3,Y,Yes,17,4,3,40,0,3,3,2
3675,EMP03675,John,Cunningham,Male,32,Single,Associate,Technical Degree,Sales,Sales Manager,3,2024-05-18,1,0,0,1,No,,Non-Travel,304,12,1,38,2,1,71388,78526.8,3,Y,Yes,18,4,1,40,0,4,2,3
3676,EMP03676,Amy,Kerr,Female,53,Married,Bachelor,Medical,R&D,R&D Manager,4,2024-04-09,1,1,0,1,No,,Travel_Rarely,352,48,1,44,2,4,102366,112602.6,7,Y,No,21,3,1,40,1,8,3,4
3677,EMP03677,David,Rodriguez,Male,49,Single,Master,Life Sciences,HR,HR Manager,3,2010-09-16,14,4,2,2,No,,Non-Travel,176,45,1,22,4,4,72827,80109.70000000001,9,Y,Yes,22,5,2,40,0,23,4,4
3678,EMP03678,Jillian,Cook,Female,55,Single,Associate,Marketing,R&D,Research Scientist,1,2016-01-22,9,5,4,6,No,,Travel_Frequently,256,20,1,32,4,2,53617,58978.700000000004,2,Y,Yes,18,5,2,40,1,11,2,1
3679,EMP03679,Angela,Lindsey,Female,41,Single,Bachelor,Marketing,HR,HR Specialist,1,2022-11-07,2,0,0,0,No,,Non-Travel,168,11,1,21,4,1,47144,51858.4,9,Y,No,19,2,2,40,0,11,2,3
3680,EMP03680,Brandy,Salazar,Female,36,Single,Master,Technical Degree,R&D,Director of R&D,5,2024-07-10,0,0,0,0,No,,Non-Travel,288,15,1,36,2,3,138782,152660.2,6,Y,No,16,3,2,40,2,6,3,4
3681,EMP03681,Sharon,Durham,Female,55,Single,High School,Marketing,HR,HR Specialist,1,2013-01-26,12,4,3,3,No,,Travel_Rarely,192,6,1,24,4,1,33324,36656.4,1,Y,No,16,1,2,40,1,13,2,1
3682,EMP03682,Megan,Smith,Female,32,Married,Bachelor,Technical Degree,Sales,Sales Director,5,2018-09-12,6,6,0,5,No,,Non-Travel,456,33,1,57,4,1,94709,104179.90000000001,9,Y,No,19,5,1,40,0,15,5,3
3683,EMP03683,Kirk,Oconnor,Male,43,Married,Master,Life Sciences,R&D,Director of R&D,5,2024-11-26,0,0,0,0,No,,Non-Travel,216,33,1,27,4,4,152701,167971.1,3,Y,Yes,25,4,4,40,0,3,4,3
3684,EMP03684,Lynn,Gill,Female,51,Married,Bachelor,Marketing,HR,HR Director,5,2024-09-18,0,0,0,0,No,,Non-Travel,416,28,1,52,4,1,77304,85034.40000000001,0,Y,No,21,5,1,40,0,0,0,4
3685,EMP03685,Cheyenne,Gonzalez,Female,53,Married,High School,Medical,Sales,Sales Manager,3,2017-10-15,7,6,1,2,No,,Travel_Rarely,456,48,1,57,3,3,66368,73004.8,6,Y,No,25,3,4,40,0,13,1,4
3686,EMP03686,Jeffery,Wood,Male,59,Married,Master,Technical Degree,Sales,Sales Director,5,2023-11-19,1,1,0,1,No,,Non-Travel,408,45,1,51,1,1,110970,122067.00000000001,9,Y,No,13,3,2,40,0,10,5,3
3687,EMP03687,Tiffany,Kelly,Female,49,Married,Associate,Life Sciences,HR,HR Director,5,2023-08-16,0,0,0,0,Yes,2024-05-13,Travel_Rarely,400,27,1,50,4,2,84571,93028.1,6,Y,No,13,2,3,40,0,6,1,3
3688,EMP03688,Johnny,Ramirez,Male,35,Married,Bachelor,Marketing,HR,HR Manager,3,2024-04-08,1,1,1,0,No,,Travel_Rarely,208,40,1,26,2,3,50376,55413.600000000006,1,Y,No,25,5,2,40,0,2,0,4
3689,EMP03689,Maria,Mcdonald,Female,35,Divorced,Master,Technical Degree,R&D,R&D Manager,4,2016-12-04,8,5,5,8,No,,Travel_Rarely,272,2,1,34,1,2,122759,135034.90000000002,3,Y,No,11,4,4,40,0,11,1,2
3690,EMP03690,Amanda,Simmons,Female,33,Single,Master,Medical,HR,HR Director,5,2021-11-17,3,3,3,0,No,,Non-Travel,472,21,1,59,1,1,89829,98811.90000000001,6,Y,No,18,1,1,40,0,9,2,2
3691,EMP03691,Colton,Pugh,Male,42,Single,Master,Life Sciences,R&D,Senior Researcher,2,2024-04-08,1,1,1,1,No,,Non-Travel,408,21,1,51,1,1,74979,82476.90000000001,6,Y,No,17,3,3,40,0,7,5,2
